secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.58249,7050,2036344,,,,2035638,2036343,1000026,5018107,2000012,org.intermine.model.bio.Exon
gene.59551,,PFE1555c,8097,2036346,,,,2035638,2036345,1000026,5018108,1000081,org.intermine.model.bio.Gene
,,exon.59553,8097,2036351,,,,2035638,2036350,1000026,5018109,2000012,org.intermine.model.bio.Exon
gene.59589,,PFE1595c,865,2036353,,,,2035638,2036352,1000026,5018110,1000081,org.intermine.model.bio.Gene
,,exon.59591,621,2036358,,,,2035638,2036357,1000026,5018111,2000012,org.intermine.model.bio.Exon
,,exon.59592,60,2036360,,,,2035638,2036359,1000026,5018112,2000012,org.intermine.model.bio.Exon
gene.59595,,PFE1600w,1663,2036362,,,,2035638,2036361,1000026,5018113,1000081,org.intermine.model.bio.Gene
,,exon.59598,201,2036367,,,,2035638,2036366,1000026,5018114,2000012,org.intermine.model.bio.Exon
,,exon.59597,1329,2036369,,,,2035638,2036368,1000026,5018115,2000012,org.intermine.model.bio.Exon
gene.58313,,PFE0300c,1084,2036371,,,,2035638,2036370,1000026,5018116,1000081,org.intermine.model.bio.Gene
,,exon.58317,45,2036376,,,,2035638,2036375,1000026,5018117,2000012,org.intermine.model.bio.Exon
,,exon.58315,524,2036378,,,,2035638,2036377,1000026,5018118,2000012,org.intermine.model.bio.Exon
,,exon.58316,46,2036380,,,,2035638,2036379,1000026,5018119,2000012,org.intermine.model.bio.Exon
gene.58318,,PFE0305w,984,2036382,,,,2035638,2036381,1000026,5018120,1000081,org.intermine.model.bio.Gene
,,exon.58320,984,2036387,,,,2035638,2036386,1000026,5018121,2000012,org.intermine.model.bio.Exon
gene.58324,,PFE0315c,1251,2036389,,,,2035638,2036388,1000026,5018122,1000081,org.intermine.model.bio.Gene
,,exon.58329,69,2036394,,,,2035638,2036393,1000026,5018123,2000012,org.intermine.model.bio.Exon
,,exon.58327,20,2036396,,,,2035638,2036395,1000026,5018124,2000012,org.intermine.model.bio.Exon
,,exon.58326,85,2036398,,,,2035638,2036397,1000026,5018125,2000012,org.intermine.model.bio.Exon
,,exon.58328,141,2036400,,,,2035638,2036399,1000026,5018126,2000012,org.intermine.model.bio.Exon
gene.58336,,PFE0325w,9027,2036402,,,,2035638,2036401,1000026,5018127,1000081,org.intermine.model.bio.Gene
,,exon.58338,9027,2036407,,,,2035638,2036406,1000026,5018128,2000012,org.intermine.model.bio.Exon
gene.58353,,PFE0340c,2280,2036409,,,,2035638,2036408,1000026,5018129,1000081,org.intermine.model.bio.Gene
,,exon.58355,2280,2036414,,,,2035638,2036413,1000026,5018130,2000012,org.intermine.model.bio.Exon
gene.58461,,PFE0465c,9084,2036416,,,,2035638,2036415,1000026,5018131,1000081,org.intermine.model.bio.Gene
,,exon.58463,104,2036421,,,,2035638,2036420,1000026,5018132,2000012,org.intermine.model.bio.Exon
,,exon.58465,117,2036423,,,,2035638,2036422,1000026,5018133,2000012,org.intermine.model.bio.Exon
,,exon.58464,8524,2036425,,,,2035638,2036424,1000026,5018134,2000012,org.intermine.model.bio.Exon
gene.58493,,PFE0495w,3290,2036427,,,,2035638,2036426,1000026,5018135,1000081,org.intermine.model.bio.Gene
,,exon.58496,112,2036432,,,,2035638,2036431,1000026,5018136,2000012,org.intermine.model.bio.Exon
,,exon.58495,1329,2036434,,,,2035638,2036433,1000026,5018137,2000012,org.intermine.model.bio.Exon
,,exon.58500,290,2036436,,,,2035638,2036435,1000026,5018138,2000012,org.intermine.model.bio.Exon
,,exon.58499,226,2036438,,,,2035638,2036437,1000026,5018139,2000012,org.intermine.model.bio.Exon
,,exon.58498,195,2036440,,,,2035638,2036439,1000026,5018140,2000012,org.intermine.model.bio.Exon
,,exon.58497,134,2036442,,,,2035638,2036441,1000026,5018141,2000012,org.intermine.model.bio.Exon
,,exon.58501,63,2036444,,,,2035638,2036443,1000026,5018142,2000012,org.intermine.model.bio.Exon
gene.58573,,PFE0575c,627,2036446,,,,2035638,2036445,1000026,5018143,1000081,org.intermine.model.bio.Gene
,,exon.58575,627,2036451,,,,2035638,2036450,1000026,5018144,2000012,org.intermine.model.bio.Exon
gene.58638,,PFE0650c,974,2036453,,,,2035638,2036452,1000026,5018145,1000081,org.intermine.model.bio.Gene
,,exon.58642,65,2036458,,,,2035638,2036457,1000026,5018146,2000012,org.intermine.model.bio.Exon
,,exon.58640,591,2036460,,,,2035638,2036459,1000026,5018147,2000012,org.intermine.model.bio.Exon
,,exon.58641,124,2036462,,,,2035638,2036461,1000026,5018148,2000012,org.intermine.model.bio.Exon
gene.58652,,PFE0665c,1604,2036464,,,,2035638,2036463,1000026,5018149,1000081,org.intermine.model.bio.Gene
,,exon.58656,258,2036469,,,,2035638,2036468,1000026,5018150,2000012,org.intermine.model.bio.Exon
,,exon.58657,276,2036471,,,,2035638,2036470,1000026,5018151,2000012,org.intermine.model.bio.Exon
,,exon.58659,93,2036473,,,,2035638,2036472,1000026,5018152,2000012,org.intermine.model.bio.Exon
,,exon.58654,99,2036475,,,,2035638,2036474,1000026,5018153,2000012,org.intermine.model.bio.Exon
,,exon.58655,83,2036477,,,,2035638,2036476,1000026,5018154,2000012,org.intermine.model.bio.Exon
,,exon.58658,91,2036479,,,,2035638,2036478,1000026,5018155,2000012,org.intermine.model.bio.Exon
gene.58683,,PFE0695w,926,2036481,,,,2035638,2036480,1000026,5018156,1000081,org.intermine.model.bio.Gene
,,exon.58686,603,2036486,,,,2035638,2036485,1000026,5018157,2000012,org.intermine.model.bio.Exon
,,exon.58685,144,2036488,,,,2035638,2036487,1000026,5018158,2000012,org.intermine.model.bio.Exon
gene.58727,,PFE0740c,2712,2036490,,,,2035638,2036489,1000026,5018159,1000081,org.intermine.model.bio.Gene
,,exon.58729,2712,2036495,,,,2035638,2036494,1000026,5018160,2000012,org.intermine.model.bio.Exon
gene.58733,,PFE0750c,2547,2036497,,,,2035638,2036496,1000026,5018161,1000081,org.intermine.model.bio.Gene
,,exon.58735,2547,2036502,,,,2035638,2036501,1000026,5018162,2000012,org.intermine.model.bio.Exon
gene.58742,,PFE0760w,664,2036504,,,,2035638,2036503,1000026,5018163,1000081,org.intermine.model.bio.Gene
,,exon.58744,302,2036509,,,,2035638,2036508,1000026,5018164,2000012,org.intermine.model.bio.Exon
,,exon.58745,127,2036511,,,,2035638,2036510,1000026,5018165,2000012,org.intermine.model.bio.Exon
gene.59006,,PFE1040c,2925,2036513,,,,2035638,2036512,1000026,5018166,1000081,org.intermine.model.bio.Gene
,,exon.59008,2925,2036518,,,,2035638,2036517,1000026,5018167,2000012,org.intermine.model.bio.Exon
gene.59291,,PFE1325w,13575,2036520,,,,2035638,2036519,1000026,5018168,1000081,org.intermine.model.bio.Gene
,,exon.59293,13575,2036525,,,,2035638,2036524,1000026,5018169,2000012,org.intermine.model.bio.Exon
gene.58780,,PFE0790c,255,2036527,,,,2035638,2036526,1000026,5018170,1000081,org.intermine.model.bio.Gene
,,exon.58782,255,2036532,,,,2035638,2036531,1000026,5018171,2000012,org.intermine.model.bio.Exon
gene.58800,,PFE0815w,2046,2036534,,,,2035638,2036533,1000026,5018172,1000081,org.intermine.model.bio.Gene
,,exon.58802,2046,2036539,,,,2035638,2036538,1000026,5018173,2000012,org.intermine.model.bio.Exon
gene.58805,,PFE0820c,1008,2036541,,,,2035638,2036540,1000026,5018174,1000081,org.intermine.model.bio.Gene
,,exon.58807,1008,2036546,,,,2035638,2036545,1000026,5018175,2000012,org.intermine.model.bio.Exon
gene.59045,,PFE1085w,2526,2036548,,,,2035638,2036547,1000026,5018176,1000081,org.intermine.model.bio.Gene
,,exon.59047,2526,2036553,,,,2035638,2036552,1000026,5018177,2000012,org.intermine.model.bio.Exon
gene.59048,,PFE1090w,2519,2036555,,,,2035638,2036554,1000026,5018178,1000081,org.intermine.model.bio.Gene
,,exon.59054,283,2036560,,,,2035638,2036559,1000026,5018179,2000012,org.intermine.model.bio.Exon
,,exon.59055,1216,2036562,,,,2035638,2036561,1000026,5018180,2000012,org.intermine.model.bio.Exon
,,exon.59052,72,2036564,,,,2035638,2036563,1000026,5018181,2000012,org.intermine.model.bio.Exon
,,exon.59051,111,2036566,,,,2035638,2036565,1000026,5018182,2000012,org.intermine.model.bio.Exon
,,exon.59053,90,2036568,,,,2035638,2036567,1000026,5018183,2000012,org.intermine.model.bio.Exon
,,exon.59050,67,2036570,,,,2035638,2036569,1000026,5018184,2000012,org.intermine.model.bio.Exon
gene.59072,,PFE1110w,760,2036572,,,,2035638,2036571,1000026,5018185,1000081,org.intermine.model.bio.Gene
,,exon.59077,69,2036577,,,,2035638,2036576,1000026,5018186,2000012,org.intermine.model.bio.Exon
,,exon.59076,108,2036579,,,,2035638,2036578,1000026,5018187,2000012,org.intermine.model.bio.Exon
,,exon.59075,72,2036581,,,,2035638,2036580,1000026,5018188,2000012,org.intermine.model.bio.Exon
,,exon.59074,102,2036583,,,,2035638,2036582,1000026,5018189,2000012,org.intermine.model.bio.Exon
gene.59330,,PFE1365w,528,2036585,,,,2035638,2036584,1000026,5018190,1000081,org.intermine.model.bio.Gene
,,exon.59332,528,2036590,,,,2035638,2036589,1000026,5018191,2000012,org.intermine.model.bio.Exon
gene.58826,,PFE0840c,7137,2036592,,,,2035638,2036591,1000026,5018192,1000081,org.intermine.model.bio.Gene
,,exon.58828,7137,2036597,,,,2035638,2036596,1000026,5018193,2000012,org.intermine.model.bio.Exon
gene.58845,,PFE0865c,1071,2036599,,,,2035638,2036598,1000026,5018194,1000081,org.intermine.model.bio.Gene
,,exon.58848,371,2036604,,,,2035638,2036603,1000026,5018195,2000012,org.intermine.model.bio.Exon
,,exon.58847,442,2036606,,,,2035638,2036605,1000026,5018196,2000012,org.intermine.model.bio.Exon
gene.59123,,PFE1150w,4260,2036608,,,,2035638,2036607,1000026,5018197,1000081,org.intermine.model.bio.Gene
,,exon.59125,4260,2036613,,,,2035638,2036612,1000026,5018198,2000012,org.intermine.model.bio.Exon
gene.59357,,PFE1390w,1998,2036615,,,,2035638,2036614,1000026,5018199,1000081,org.intermine.model.bio.Gene
,,exon.59359,1998,2036620,,,,2035638,2036619,1000026,5018200,2000012,org.intermine.model.bio.Exon
gene.58868,,PFE0895c,1883,2036622,,,,2035638,2036621,1000026,5018201,1000081,org.intermine.model.bio.Gene
,,exon.58871,1178,2036627,,,,2035638,2036626,1000026,5018202,2000012,org.intermine.model.bio.Exon
,,exon.58872,146,2036629,,,,2035638,2036628,1000026,5018203,2000012,org.intermine.model.bio.Exon
,,exon.58870,320,2036631,,,,2035638,2036630,1000026,5018204,2000012,org.intermine.model.bio.Exon
gene.58887,,PFE0910w,734,2036633,,,,2035638,2036632,1000026,5018205,1000081,org.intermine.model.bio.Gene
,,exon.58891,95,2036638,,,,2035638,2036637,1000026,5018206,2000012,org.intermine.model.bio.Exon
,,exon.58890,29,2036640,,,,2035638,2036639,1000026,5018207,2000012,org.intermine.model.bio.Exon
,,exon.58889,299,2036642,,,,2035638,2036641,1000026,5018208,2000012,org.intermine.model.bio.Exon
gene.59406,,PFE1430c,615,2036644,,,,2035638,2036643,1000026,5018209,1000081,org.intermine.model.bio.Gene
,,exon.59408,615,2036649,,,,2035638,2036648,1000026,5018210,2000012,org.intermine.model.bio.Exon
gene.59412,,PFE1440c,1858,2036651,,,,2035638,2036650,1000026,5018211,1000081,org.intermine.model.bio.Gene
,,exon.59418,8,2036656,,,,2035638,2036655,1000026,5018212,2000012,org.intermine.model.bio.Exon
,,exon.59423,43,2036658,,,,2035638,2036657,1000026,5018213,2000012,org.intermine.model.bio.Exon
,,exon.59422,137,2036660,,,,2035638,2036659,1000026,5018214,2000012,org.intermine.model.bio.Exon
,,exon.59414,52,2036662,,,,2035638,2036661,1000026,5018215,2000012,org.intermine.model.bio.Exon
,,exon.59415,133,2036664,,,,2035638,2036663,1000026,5018216,2000012,org.intermine.model.bio.Exon
,,exon.59416,113,2036666,,,,2035638,2036665,1000026,5018217,2000012,org.intermine.model.bio.Exon
,,exon.59420,47,2036668,,,,2035638,2036667,1000026,5018218,2000012,org.intermine.model.bio.Exon
,,exon.59421,30,2036670,,,,2035638,2036669,1000026,5018219,2000012,org.intermine.model.bio.Exon
,,exon.59417,58,2036672,,,,2035638,2036671,1000026,5018220,2000012,org.intermine.model.bio.Exon
,,exon.59419,45,2036674,,,,2035638,2036673,1000026,5018221,2000012,org.intermine.model.bio.Exon
,,exon.59426,2160,2036680,,,,2035638,2036679,1000026,5018222,2000012,org.intermine.model.bio.Exon
gene.59182,,PFE1205c,769,2036682,,,,2035638,2036681,1000026,5018223,1000081,org.intermine.model.bio.Gene
,,exon.59186,164,2036687,,,,2035638,2036686,1000026,5018224,2000012,org.intermine.model.bio.Exon
,,exon.59185,69,2036689,,,,2035638,2036688,1000026,5018225,2000012,org.intermine.model.bio.Exon
,,exon.59184,232,2036691,,,,2035638,2036690,1000026,5018226,2000012,org.intermine.model.bio.Exon
gene.59194,,PFE1220w,372,2036693,,,,2035638,2036692,1000026,5018227,1000081,org.intermine.model.bio.Gene
,,exon.59196,372,2036698,,,,2035638,2036697,1000026,5018228,2000012,org.intermine.model.bio.Exon
gene.59472,,PFE1480c,3097,2036700,,,,2035638,2036699,1000026,5018229,1000081,org.intermine.model.bio.Gene
,,exon.59475,90,2036705,,,,2035638,2036704,1000026,5018230,2000012,org.intermine.model.bio.Exon
,,exon.59474,2871,2036707,,,,2035638,2036706,1000026,5018231,2000012,org.intermine.model.bio.Exon
gene.58964,,PFE0995c,2190,2036709,,,,2035638,2036708,1000026,5018232,1000081,org.intermine.model.bio.Gene
,,exon.58966,623,2036714,,,,2035638,2036713,1000026,5018233,2000012,org.intermine.model.bio.Exon
,,exon.58967,1384,2036716,,,,2035638,2036715,1000026,5018234,2000012,org.intermine.model.bio.Exon
gene.58968,,PFE1000c,1578,2036718,,,,2035638,2036717,1000026,5018235,1000081,org.intermine.model.bio.Gene
,,exon.58970,1578,2036723,,,,2035638,2036722,1000026,5018236,2000012,org.intermine.model.bio.Exon
gene.58985,,PFE1015c,2094,2036725,,,,2035638,2036724,1000026,5018237,1000081,org.intermine.model.bio.Gene
,,exon.58987,2094,2036730,,,,2035638,2036729,1000026,5018238,2000012,org.intermine.model.bio.Exon
gene.59224,,PFE1260c,1446,2036732,,,,2035638,2036731,1000026,5018239,1000081,org.intermine.model.bio.Gene
,,exon.59226,1446,2036737,,,,2035638,2036736,1000026,5018240,2000012,org.intermine.model.bio.Exon
gene.59232,,PFE1270c,5686,2036739,,,,2035638,2036738,1000026,5018241,1000081,org.intermine.model.bio.Gene
,,exon.59234,141,2036744,,,,2035638,2036743,1000026,5018242,2000012,org.intermine.model.bio.Exon
,,exon.59235,5469,2036746,,,,2035638,2036745,1000026,5018243,2000012,org.intermine.model.bio.Exon
gene.59247,,PFE1285w,903,2036748,,,,2035638,2036747,1000026,5018244,1000081,org.intermine.model.bio.Gene
,,exon.59249,903,2036753,,,,2035638,2036752,1000026,5018245,2000012,org.intermine.model.bio.Exon
gene.59510,,PFE1520c,5355,2036755,,,,2035638,2036754,1000026,5018246,1000081,org.intermine.model.bio.Gene
,,exon.59512,5355,2036760,,,,2035638,2036759,1000026,5018247,2000012,org.intermine.model.bio.Exon
gene.58036,,PFE0020c,1323,2036762,,,,2035638,2036761,1000026,5018248,1000081,org.intermine.model.bio.Gene
,,exon.58038,1071,2036767,,,,2035638,2036766,1000026,5018249,2000012,org.intermine.model.bio.Exon
,,exon.58039,54,2036769,,,,2035638,2036768,1000026,5018250,2000012,org.intermine.model.bio.Exon
gene.58056,,PFE0045c,2089,2036771,,,,2035638,2036770,1000026,5018251,1000081,org.intermine.model.bio.Gene
,,exon.58060,93,2036776,,,,2035638,2036775,1000026,5018252,2000012,org.intermine.model.bio.Exon
,,exon.58058,1524,2036778,,,,2035638,2036777,1000026,5018253,2000012,org.intermine.model.bio.Exon
,,exon.58059,186,2036780,,,,2035638,2036779,1000026,5018254,2000012,org.intermine.model.bio.Exon
gene.58105,,PFE0095c,1473,2036782,,,,2035638,2036781,1000026,5018255,1000081,org.intermine.model.bio.Gene
,,exon.58108,754,2036787,,,,2035638,2036786,1000026,5018256,2000012,org.intermine.model.bio.Exon
,,exon.58107,392,2036789,,,,2035638,2036788,1000026,5018257,2000012,org.intermine.model.bio.Exon
gene.58177,,PFE0170c,2553,2036791,,,,2035638,2036790,1000026,5018258,1000081,org.intermine.model.bio.Gene
,,exon.58179,2553,2036796,,,,2035638,2036795,1000026,5018259,2000012,org.intermine.model.bio.Exon
gene.58225,,PFE0210c,1042,2036798,,,,2035638,2036797,1000026,5018260,1000081,org.intermine.model.bio.Gene
,,exon.58228,93,2036803,,,,2035638,2036802,1000026,5018261,2000012,org.intermine.model.bio.Exon
,,exon.58227,63,2036805,,,,2035638,2036804,1000026,5018262,2000012,org.intermine.model.bio.Exon
,,exon.58230,199,2036807,,,,2035638,2036806,1000026,5018263,2000012,org.intermine.model.bio.Exon
,,exon.58229,320,2036809,,,,2035638,2036808,1000026,5018264,2000012,org.intermine.model.bio.Exon
gene.58279,,PFE0265c,2223,2036811,,,,2035638,2036810,1000026,5018265,1000081,org.intermine.model.bio.Gene
,,exon.58281,2223,2036816,,,,2035638,2036815,1000026,5018266,2000012,org.intermine.model.bio.Exon
gene.59544,,PFE1545c,8028,2036818,,,,2035638,2036817,1000026,5018267,1000081,org.intermine.model.bio.Gene
,,exon.59546,8028,2036823,,,,2035638,2036822,1000026,5018268,2000012,org.intermine.model.bio.Exon
gene.59554,,PFE1560c,642,2036825,,,,2035638,2036824,1000026,5018269,1000081,org.intermine.model.bio.Gene
,,exon.59556,642,2036830,,,,2035638,2036829,1000026,5018270,2000012,org.intermine.model.bio.Exon
gene.59557,,PFE1565w,966,2036832,,,,2035638,2036831,1000026,5018271,1000081,org.intermine.model.bio.Gene
,,exon.59559,62,2036837,,,,2035638,2036836,1000026,5018272,2000012,org.intermine.model.bio.Exon
,,exon.59560,826,2036839,,,,2035638,2036838,1000026,5018273,2000012,org.intermine.model.bio.Exon
gene.58321,,PFE0310c,1224,2036841,,,,2035638,2036840,1000026,5018274,1000081,org.intermine.model.bio.Gene
,,exon.58323,1224,2036846,,,,2035638,2036845,1000026,5018275,2000012,org.intermine.model.bio.Exon
gene.58378,,PFE0370c,2067,2036848,,,,2035638,2036847,1000026,5018276,1000081,org.intermine.model.bio.Gene
,,exon.58380,2067,2036853,,,,2035638,2036852,1000026,5018277,2000012,org.intermine.model.bio.Exon
gene.58388,,PFE0385w,4584,2036855,,,,2035638,2036854,1000026,5018278,1000081,org.intermine.model.bio.Gene
,,exon.58390,4584,2036860,,,,2035638,2036859,1000026,5018279,2000012,org.intermine.model.bio.Exon
gene.58513,,PFE0515w,1320,2036862,,,,2035638,2036861,1000026,5018280,1000081,org.intermine.model.bio.Gene
,,exon.58515,1320,2036867,,,,2035638,2036866,1000026,5018281,2000012,org.intermine.model.bio.Exon
gene.58542,,PFE0543c,1297,2036869,,,,2035638,2036868,1000026,5018282,1000081,org.intermine.model.bio.Gene
,,exon.58546,67,2036874,,,,2035638,2036873,1000026,5018283,2000012,org.intermine.model.bio.Exon
,,exon.58547,47,2036876,,,,2035638,2036875,1000026,5018284,2000012,org.intermine.model.bio.Exon
,,exon.58544,42,2036878,,,,2035638,2036877,1000026,5018285,2000012,org.intermine.model.bio.Exon
,,exon.58545,87,2036880,,,,2035638,2036879,1000026,5018286,2000012,org.intermine.model.bio.Exon
gene.58634,,PFE0645w,810,2036882,,,,2035638,2036881,1000026,5018287,1000081,org.intermine.model.bio.Gene
,,exon.58636,810,2036887,,,,2035638,2036886,1000026,5018288,2000012,org.intermine.model.bio.Exon
gene.58688,,PFE0700c,1128,2036889,,,,2035638,2036888,1000026,5018289,1000081,org.intermine.model.bio.Gene
,,exon.58691,71,2036894,,,,2035638,2036893,1000026,5018290,2000012,org.intermine.model.bio.Exon
,,exon.58690,862,2036896,,,,2035638,2036895,1000026,5018291,2000012,org.intermine.model.bio.Exon
gene.58723,,PFE0735w,4683,2036898,,,,2035638,2036897,1000026,5018292,1000081,org.intermine.model.bio.Gene
,,exon.58725,4683,2036903,,,,2035638,2036902,1000026,5018293,2000012,org.intermine.model.bio.Exon
gene.58757,,PFE0775c,3549,2036905,,,,2035638,2036904,1000026,5018294,1000081,org.intermine.model.bio.Gene
,,exon.58760,420,2036910,,,,2035638,2036909,1000026,5018295,2000012,org.intermine.model.bio.Exon
,,exon.58759,736,2036912,,,,2035638,2036911,1000026,5018296,2000012,org.intermine.model.bio.Exon
,,exon.58761,359,2036914,,,,2035638,2036913,1000026,5018297,2000012,org.intermine.model.bio.Exon
,,exon.58762,1368,2036916,,,,2035638,2036915,1000026,5018298,2000012,org.intermine.model.bio.Exon
gene.58764,,PFE0780w,5448,2036918,,,,2035638,2036917,1000026,5018299,1000081,org.intermine.model.bio.Gene
,,exon.58767,278,2036923,,,,2035638,2036922,1000026,5018300,2000012,org.intermine.model.bio.Exon
,,exon.58773,52,2036925,,,,2035638,2036924,1000026,5018301,2000012,org.intermine.model.bio.Exon
,,exon.58766,94,2036927,,,,2035638,2036926,1000026,5018302,2000012,org.intermine.model.bio.Exon
