secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,geneid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.65116,456,2049387,,,,2048348,2049382,2049386,1000026,5000357,2000012,org.intermine.model.bio.Exon
,,exon.65117,270,2049389,,,,2048348,2049382,2049388,1000026,5000358,2000012,org.intermine.model.bio.Exon
,,exon.65586,535,2049396,,,,2048348,2049391,2049395,1000026,5000360,2000012,org.intermine.model.bio.Exon
,,exon.65587,440,2049398,,,,2048348,2049391,2049397,1000026,5000361,2000012,org.intermine.model.bio.Exon
,,exon.65634,301,2049405,,,,2048348,2049400,2049404,1000026,5000363,2000012,org.intermine.model.bio.Exon
,,exon.65633,371,2049407,,,,2048348,2049400,2049406,1000026,5000364,2000012,org.intermine.model.bio.Exon
,,exon.65632,87,2049409,,,,2048348,2049400,2049408,1000026,5000365,2000012,org.intermine.model.bio.Exon
,,exon.66000,1740,2049416,,,,2048348,2049411,2049415,1000026,5000367,2000012,org.intermine.model.bio.Exon
,,exon.66026,93,2049423,,,,2048348,2049418,2049422,1000026,5000369,2000012,org.intermine.model.bio.Exon
,,exon.66027,561,2049425,,,,2048348,2049418,2049424,1000026,5000370,2000012,org.intermine.model.bio.Exon
,,exon.65637,705,2049432,,,,2048348,2049427,2049431,1000026,5000372,2000012,org.intermine.model.bio.Exon
,,exon.65638,258,2049434,,,,2048348,2049427,2049433,1000026,5000373,2000012,org.intermine.model.bio.Exon
,,exon.65658,2187,2049441,,,,2048348,2049436,2049440,1000026,5000375,2000012,org.intermine.model.bio.Exon
,,exon.65664,1961,2049448,,,,2048348,2049443,2049447,1000026,5000377,2000012,org.intermine.model.bio.Exon
,,exon.65662,109,2049450,,,,2048348,2049443,2049449,1000026,5000378,2000012,org.intermine.model.bio.Exon
,,exon.65661,80,2049452,,,,2048348,2049443,2049451,1000026,5000379,2000012,org.intermine.model.bio.Exon
,,exon.65663,64,2049454,,,,2048348,2049443,2049453,1000026,5000380,2000012,org.intermine.model.bio.Exon
,,exon.65266,1299,2049461,,,,2048348,2049456,2049460,1000026,5000382,2000012,org.intermine.model.bio.Exon
,,exon.65271,3582,2049468,,,,2048348,2049463,2049467,1000026,5000384,2000012,org.intermine.model.bio.Exon
,,exon.66125,375,2049475,,,,2048348,2049470,2049474,1000026,5000386,2000012,org.intermine.model.bio.Exon
,,exon.66124,447,2049477,,,,2048348,2049470,2049476,1000026,5000387,2000012,org.intermine.model.bio.Exon
,,exon.65313,2917,2049484,,,,2048348,2049479,2049483,1000026,5000389,2000012,org.intermine.model.bio.Exon
,,exon.65312,581,2049486,,,,2048348,2049479,2049485,1000026,5000390,2000012,org.intermine.model.bio.Exon
,,exon.65764,1782,2049493,,,,2048348,2049488,2049492,1000026,5000392,2000012,org.intermine.model.bio.Exon
,,exon.66128,1062,2049500,,,,2048348,2049495,2049499,1000026,5000394,2000012,org.intermine.model.bio.Exon
,,exon.66162,153,2049507,,,,2048348,2049502,2049506,1000026,5000396,2000012,org.intermine.model.bio.Exon
,,exon.66160,112,2049509,,,,2048348,2049502,2049508,1000026,5000397,2000012,org.intermine.model.bio.Exon
,,exon.66163,110,2049511,,,,2048348,2049502,2049510,1000026,5000398,2000012,org.intermine.model.bio.Exon
,,exon.66161,84,2049513,,,,2048348,2049502,2049512,1000026,5000399,2000012,org.intermine.model.bio.Exon
,,exon.66554,189,2049520,,,,2048348,2049515,2049519,1000026,5000401,2000012,org.intermine.model.bio.Exon
,,exon.66553,705,2049522,,,,2048348,2049515,2049521,1000026,5000402,2000012,org.intermine.model.bio.Exon
,,exon.65331,27,2049529,,,,2048348,2049524,2049528,1000026,5000404,2000012,org.intermine.model.bio.Exon
,,exon.65328,45,2049531,,,,2048348,2049524,2049530,1000026,5000405,2000012,org.intermine.model.bio.Exon
,,exon.65332,33,2049533,,,,2048348,2049524,2049532,1000026,5000406,2000012,org.intermine.model.bio.Exon
,,exon.65330,42,2049535,,,,2048348,2049524,2049534,1000026,5000407,2000012,org.intermine.model.bio.Exon
,,exon.65334,96,2049537,,,,2048348,2049524,2049536,1000026,5000408,2000012,org.intermine.model.bio.Exon
,,exon.65333,40,2049539,,,,2048348,2049524,2049538,1000026,5000409,2000012,org.intermine.model.bio.Exon
,,exon.65335,148,2049541,,,,2048348,2049524,2049540,1000026,5000410,2000012,org.intermine.model.bio.Exon
,,exon.65329,205,2049543,,,,2048348,2049524,2049542,1000026,5000411,2000012,org.intermine.model.bio.Exon
,,exon.65338,1425,2049550,,,,2048348,2049545,2049549,1000026,5000413,2000012,org.intermine.model.bio.Exon
,,exon.65354,4707,2049557,,,,2048348,2049552,2049556,1000026,5000415,2000012,org.intermine.model.bio.Exon
,,exon.65801,185,2049564,,,,2048348,2049559,2049563,1000026,5000417,2000012,org.intermine.model.bio.Exon
,,exon.65802,559,2049566,,,,2048348,2049559,2049565,1000026,5000418,2000012,org.intermine.model.bio.Exon
,,exon.65385,1644,2049573,,,,2048348,2049568,2049572,1000026,5000420,2000012,org.intermine.model.bio.Exon
,,exon.65384,1077,2049575,,,,2048348,2049568,2049574,1000026,5000421,2000012,org.intermine.model.bio.Exon
,,exon.65391,1851,2049582,,,,2048348,2049577,2049581,1000026,5000423,2000012,org.intermine.model.bio.Exon
,,exon.65839,4245,2049589,,,,2048348,2049584,2049588,1000026,5000425,2000012,org.intermine.model.bio.Exon
,,exon.65841,75,2049591,,,,2048348,2049584,2049590,1000026,5000426,2000012,org.intermine.model.bio.Exon
,,exon.65840,309,2049593,,,,2048348,2049584,2049592,1000026,5000427,2000012,org.intermine.model.bio.Exon
,,exon.65867,1287,2049600,,,,2048348,2049595,2049599,1000026,5000429,2000012,org.intermine.model.bio.Exon
,,exon.66271,1062,2049607,,,,2048348,2049602,2049606,1000026,5000431,2000012,org.intermine.model.bio.Exon
,,exon.66272,219,2049609,,,,2048348,2049602,2049608,1000026,5000432,2000012,org.intermine.model.bio.Exon
,,exon.66270,111,2049611,,,,2048348,2049602,2049610,1000026,5000433,2000012,org.intermine.model.bio.Exon
,,exon.65459,2289,2049618,,,,2048348,2049613,2049617,1000026,5000435,2000012,org.intermine.model.bio.Exon
,,exon.65484,627,2049625,,,,2048348,2049620,2049624,1000026,5000437,2000012,org.intermine.model.bio.Exon
,,exon.65493,129,2049632,,,,2048348,2049627,2049631,1000026,5000439,2000012,org.intermine.model.bio.Exon
,,exon.65495,83,2049634,,,,2048348,2049627,2049633,1000026,5000440,2000012,org.intermine.model.bio.Exon
,,exon.65496,121,2049636,,,,2048348,2049627,2049635,1000026,5000441,2000012,org.intermine.model.bio.Exon
,,exon.65494,147,2049638,,,,2048348,2049627,2049637,1000026,5000442,2000012,org.intermine.model.bio.Exon
,,exon.65511,717,2049645,,,,2048348,2049640,2049644,1000026,5000444,2000012,org.intermine.model.bio.Exon
,,exon.65518,654,2049652,,,,2048348,2049647,2049651,1000026,5000446,2000012,org.intermine.model.bio.Exon
,,exon.65521,501,2049659,,,,2048348,2049654,2049658,1000026,5000448,2000012,org.intermine.model.bio.Exon
,,exon.65533,45,2049666,,,,2048348,2049661,2049665,1000026,5000450,2000012,org.intermine.model.bio.Exon
,,exon.65532,141,2049668,,,,2048348,2049661,2049667,1000026,5000451,2000012,org.intermine.model.bio.Exon
,,exon.65531,144,2049670,,,,2048348,2049661,2049669,1000026,5000452,2000012,org.intermine.model.bio.Exon
,,exon.65534,69,2049672,,,,2048348,2049661,2049671,1000026,5000453,2000012,org.intermine.model.bio.Exon
,,exon.64951,6437,2049679,,,,2048348,2049674,2049678,1000026,5000455,2000012,org.intermine.model.bio.Exon
,,exon.64954,110,2049681,,,,2048348,2049674,2049680,1000026,5000456,2000012,org.intermine.model.bio.Exon
,,exon.64955,206,2049683,,,,2048348,2049674,2049682,1000026,5000457,2000012,org.intermine.model.bio.Exon
,,exon.64957,266,2049685,,,,2048348,2049674,2049684,1000026,5000458,2000012,org.intermine.model.bio.Exon
,,exon.64953,51,2049687,,,,2048348,2049674,2049686,1000026,5000459,2000012,org.intermine.model.bio.Exon
,,exon.64952,136,2049689,,,,2048348,2049674,2049688,1000026,5000460,2000012,org.intermine.model.bio.Exon
,,exon.64956,27,2049691,,,,2048348,2049674,2049690,1000026,5000461,2000012,org.intermine.model.bio.Exon
,,exon.64958,132,2049693,,,,2048348,2049674,2049692,1000026,5000462,2000012,org.intermine.model.bio.Exon
,,exon.64766,834,2049700,,,,2048348,2049695,2049699,1000026,5000464,2000012,org.intermine.model.bio.Exon
,,exon.64765,48,2049702,,,,2048348,2049695,2049701,1000026,5000465,2000012,org.intermine.model.bio.Exon
,,exon.65020,3190,2049709,,,,2048348,2049704,2049708,1000026,5000467,2000012,org.intermine.model.bio.Exon
,,exon.65019,473,2049711,,,,2048348,2049704,2049710,1000026,5000468,2000012,org.intermine.model.bio.Exon
,,exon.65025,160,2049718,,,,2048348,2049713,2049717,1000026,5000470,2000012,org.intermine.model.bio.Exon
,,exon.65028,60,2049720,,,,2048348,2049713,2049719,1000026,5000471,2000012,org.intermine.model.bio.Exon
,,exon.65029,24,2049722,,,,2048348,2049713,2049721,1000026,5000472,2000012,org.intermine.model.bio.Exon
,,exon.65030,92,2049724,,,,2048348,2049713,2049723,1000026,5000473,2000012,org.intermine.model.bio.Exon
,,exon.65026,58,2049726,,,,2048348,2049713,2049725,1000026,5000474,2000012,org.intermine.model.bio.Exon
,,exon.65033,93,2049728,,,,2048348,2049713,2049727,1000026,5000475,2000012,org.intermine.model.bio.Exon
,,exon.65027,56,2049730,,,,2048348,2049713,2049729,1000026,5000476,2000012,org.intermine.model.bio.Exon
,,exon.65023,60,2049732,,,,2048348,2049713,2049731,1000026,5000477,2000012,org.intermine.model.bio.Exon
,,exon.65031,121,2049734,,,,2048348,2049713,2049733,1000026,5000478,2000012,org.intermine.model.bio.Exon
,,exon.65032,70,2049736,,,,2048348,2049713,2049735,1000026,5000479,2000012,org.intermine.model.bio.Exon
,,exon.65024,103,2049738,,,,2048348,2049713,2049737,1000026,5000480,2000012,org.intermine.model.bio.Exon
,,exon.65044,2557,2049745,,,,2048348,2049740,2049744,1000026,5000482,2000012,org.intermine.model.bio.Exon
,,exon.65046,30,2049747,,,,2048348,2049740,2049746,1000026,5000483,2000012,org.intermine.model.bio.Exon
,,exon.65045,2837,2049749,,,,2048348,2049740,2049748,1000026,5000484,2000012,org.intermine.model.bio.Exon
,,exon.65072,2532,2049756,,,,2048348,2049751,2049755,1000026,5000486,2000012,org.intermine.model.bio.Exon
,,exon.65075,1483,2049763,,,,2048348,2049758,2049762,1000026,5000488,2000012,org.intermine.model.bio.Exon
,,exon.65076,2303,2049765,,,,2048348,2049758,2049764,1000026,5000489,2000012,org.intermine.model.bio.Exon
,,exon.65089,3402,2049772,,,,2048348,2049767,2049771,1000026,5000491,2000012,org.intermine.model.bio.Exon
,,exon.65583,1974,2049779,,,,2048348,2049774,2049778,1000026,5000493,2000012,org.intermine.model.bio.Exon
,,exon.65956,521,2049786,,,,2048348,2049781,2049785,1000026,5000495,2000012,org.intermine.model.bio.Exon
,,exon.65955,1667,2049788,,,,2048348,2049781,2049787,1000026,5000496,2000012,org.intermine.model.bio.Exon
,,exon.65957,1562,2049790,,,,2048348,2049781,2049789,1000026,5000497,2000012,org.intermine.model.bio.Exon
,,exon.65154,57,2049797,,,,2048348,2049792,2049796,1000026,5000499,2000012,org.intermine.model.bio.Exon
,,exon.65155,573,2049799,,,,2048348,2049792,2049798,1000026,5000500,2000012,org.intermine.model.bio.Exon
,,exon.65597,1159,2049806,,,,2048348,2049801,2049805,1000026,5000502,2000012,org.intermine.model.bio.Exon
,,exon.65598,2636,2049808,,,,2048348,2049801,2049807,1000026,5000503,2000012,org.intermine.model.bio.Exon
,,exon.66037,9537,2049815,,,,2048348,2049810,2049814,1000026,5000505,2000012,org.intermine.model.bio.Exon
,,exon.65211,1363,2049822,,,,2048348,2049817,2049821,1000026,5000507,2000012,org.intermine.model.bio.Exon
,,exon.65210,710,2049824,,,,2048348,2049817,2049823,1000026,5000508,2000012,org.intermine.model.bio.Exon
,,exon.65220,60,2049831,,,,2048348,2049826,2049830,1000026,5000510,2000012,org.intermine.model.bio.Exon
,,exon.65222,42,2049833,,,,2048348,2049826,2049832,1000026,5000511,2000012,org.intermine.model.bio.Exon
,,exon.65225,63,2049835,,,,2048348,2049826,2049834,1000026,5000512,2000012,org.intermine.model.bio.Exon
,,exon.65223,62,2049837,,,,2048348,2049826,2049836,1000026,5000513,2000012,org.intermine.model.bio.Exon
,,exon.65226,65,2049839,,,,2048348,2049826,2049838,1000026,5000514,2000012,org.intermine.model.bio.Exon
,,exon.65224,137,2049841,,,,2048348,2049826,2049840,1000026,5000515,2000012,org.intermine.model.bio.Exon
,,exon.65221,66,2049843,,,,2048348,2049826,2049842,1000026,5000516,2000012,org.intermine.model.bio.Exon
,,exon.65653,67,2049850,,,,2048348,2049845,2049849,1000026,5000518,2000012,org.intermine.model.bio.Exon
,,exon.65651,192,2049852,,,,2048348,2049845,2049851,1000026,5000519,2000012,org.intermine.model.bio.Exon
,,exon.65650,94,2049854,,,,2048348,2049845,2049853,1000026,5000520,2000012,org.intermine.model.bio.Exon
,,exon.65652,130,2049856,,,,2048348,2049845,2049855,1000026,5000521,2000012,org.intermine.model.bio.Exon
,,exon.65672,3192,2049863,,,,2048348,2049858,2049862,1000026,5000523,2000012,org.intermine.model.bio.Exon
,,exon.66080,189,2049870,,,,2048348,2049865,2049869,1000026,5000525,2000012,org.intermine.model.bio.Exon
,,exon.66082,306,2049872,,,,2048348,2049865,2049871,1000026,5000526,2000012,org.intermine.model.bio.Exon
,,exon.66081,183,2049874,,,,2048348,2049865,2049873,1000026,5000527,2000012,org.intermine.model.bio.Exon
,,exon.66444,603,2049881,,,,2048348,2049876,2049880,1000026,5000529,2000012,org.intermine.model.bio.Exon
,,exon.66447,666,2049888,,,,2048348,2049883,2049887,1000026,5000531,2000012,org.intermine.model.bio.Exon
,,exon.66468,524,2049895,,,,2048348,2049890,2049894,1000026,5000533,2000012,org.intermine.model.bio.Exon
,,exon.66467,1084,2049897,,,,2048348,2049890,2049896,1000026,5000534,2000012,org.intermine.model.bio.Exon
,,exon.65229,3936,2049904,,,,2048348,2049899,2049903,1000026,5000536,2000012,org.intermine.model.bio.Exon
,,exon.65709,1434,2049911,,,,2048348,2049906,2049910,1000026,5000538,2000012,org.intermine.model.bio.Exon
,,exon.66089,579,2049918,,,,2048348,2049913,2049917,1000026,5000540,2000012,org.intermine.model.bio.Exon
,,exon.66505,775,2049925,,,,2048348,2049920,2049924,1000026,5000542,2000012,org.intermine.model.bio.Exon
,,exon.66508,603,2049927,,,,2048348,2049920,2049926,1000026,5000543,2000012,org.intermine.model.bio.Exon
,,exon.66506,54,2049929,,,,2048348,2049920,2049928,1000026,5000544,2000012,org.intermine.model.bio.Exon
,,exon.66504,63,2049931,,,,2048348,2049920,2049930,1000026,5000545,2000012,org.intermine.model.bio.Exon
,,exon.66507,132,2049933,,,,2048348,2049920,2049932,1000026,5000546,2000012,org.intermine.model.bio.Exon
,,exon.66510,186,2049935,,,,2048348,2049920,2049934,1000026,5000547,2000012,org.intermine.model.bio.Exon
,,exon.66511,159,2049937,,,,2048348,2049920,2049936,1000026,5000548,2000012,org.intermine.model.bio.Exon
,,exon.66503,767,2049939,,,,2048348,2049920,2049938,1000026,5000549,2000012,org.intermine.model.bio.Exon
,,exon.66509,1284,2049941,,,,2048348,2049920,2049940,1000026,5000550,2000012,org.intermine.model.bio.Exon
,,exon.65294,1578,2049948,,,,2048348,2049943,2049947,1000026,5000552,2000012,org.intermine.model.bio.Exon
,,exon.66166,342,2049955,,,,2048348,2049950,2049954,1000026,5000554,2000012,org.intermine.model.bio.Exon
,,exon.66542,74,2049962,,,,2048348,2049957,2049961,1000026,5000556,2000012,org.intermine.model.bio.Exon
,,exon.66543,571,2049964,,,,2048348,2049957,2049963,1000026,5000557,2000012,org.intermine.model.bio.Exon
,,exon.66549,276,2049971,,,,2048348,2049966,2049970,1000026,5000559,2000012,org.intermine.model.bio.Exon
,,exon.66548,90,2049973,,,,2048348,2049966,2049972,1000026,5000560,2000012,org.intermine.model.bio.Exon
,,exon.65345,831,2049980,,,,2048348,2049975,2049979,1000026,5000562,2000012,org.intermine.model.bio.Exon
,,exon.66214,171,2049987,,,,2048348,2049982,2049986,1000026,5000564,2000012,org.intermine.model.bio.Exon
,,exon.66215,480,2049989,,,,2048348,2049982,2049988,1000026,5000565,2000012,org.intermine.model.bio.Exon
,,exon.65388,258,2049996,,,,2048348,2049991,2049995,1000026,5000567,2000012,org.intermine.model.bio.Exon
,,exon.65820,87,2050003,,,,2048348,2049998,2050002,1000026,5000569,2000012,org.intermine.model.bio.Exon
,,exon.65821,280,2050005,,,,2048348,2049998,2050004,1000026,5000570,2000012,org.intermine.model.bio.Exon
,,exon.65822,821,2050007,,,,2048348,2049998,2050006,1000026,5000571,2000012,org.intermine.model.bio.Exon
,,exon.65853,53,2050014,,,,2048348,2050009,2050013,1000026,5000573,2000012,org.intermine.model.bio.Exon
,,exon.65850,47,2050016,,,,2048348,2050009,2050015,1000026,5000574,2000012,org.intermine.model.bio.Exon
,,exon.65849,89,2050018,,,,2048348,2050009,2050017,1000026,5000575,2000012,org.intermine.model.bio.Exon
,,exon.65848,141,2050020,,,,2048348,2050009,2050019,1000026,5000576,2000012,org.intermine.model.bio.Exon
,,exon.65851,157,2050022,,,,2048348,2050009,2050021,1000026,5000577,2000012,org.intermine.model.bio.Exon
,,exon.65854,158,2050024,,,,2048348,2050009,2050023,1000026,5000578,2000012,org.intermine.model.bio.Exon
,,exon.65852,294,2050026,,,,2048348,2050009,2050025,1000026,5000579,2000012,org.intermine.model.bio.Exon
,,exon.66218,605,2050033,,,,2048348,2050028,2050032,1000026,5000581,2000012,org.intermine.model.bio.Exon
,,exon.66219,214,2050035,,,,2048348,2050028,2050034,1000026,5000582,2000012,org.intermine.model.bio.Exon
,,exon.66222,1054,2050042,,,,2048348,2050037,2050041,1000026,5000584,2000012,org.intermine.model.bio.Exon
,,exon.66223,110,2050044,,,,2048348,2050037,2050043,1000026,5000585,2000012,org.intermine.model.bio.Exon
,,exon.65432,1980,2050051,,,,2048348,2050046,2050050,1000026,5000587,2000012,org.intermine.model.bio.Exon
,,exon.65445,2868,2050058,,,,2048348,2050053,2050057,1000026,5000589,2000012,org.intermine.model.bio.Exon
,,exon.65455,288,2050065,,,,2048348,2050060,2050064,1000026,5000591,2000012,org.intermine.model.bio.Exon
,,exon.65452,575,2050067,,,,2048348,2050060,2050066,1000026,5000592,2000012,org.intermine.model.bio.Exon
,,exon.65453,58,2050069,,,,2048348,2050060,2050068,1000026,5000593,2000012,org.intermine.model.bio.Exon
,,exon.65454,336,2050071,,,,2048348,2050060,2050070,1000026,5000594,2000012,org.intermine.model.bio.Exon
,,exon.65899,669,2050078,,,,2048348,2050073,2050077,1000026,5000596,2000012,org.intermine.model.bio.Exon
,,exon.66283,146,2050085,,,,2048348,2050080,2050084,1000026,5000598,2000012,org.intermine.model.bio.Exon
,,exon.66282,430,2050087,,,,2048348,2050080,2050086,1000026,5000599,2000012,org.intermine.model.bio.Exon
,,exon.66289,2478,2050094,,,,2048348,2050089,2050093,1000026,5000601,2000012,org.intermine.model.bio.Exon
,,exon.65916,1155,2050101,,,,2048348,2050096,2050100,1000026,5000603,2000012,org.intermine.model.bio.Exon
,,exon.65925,1626,2050107,,,,2048348,1000832,2050106,1000026,5000604,2000012,org.intermine.model.bio.Exon
,,exon.65524,60,2050114,,,,2048348,2050109,2050113,1000026,5000606,2000012,org.intermine.model.bio.Exon
,,exon.65525,70,2050116,,,,2048348,2050109,2050115,1000026,5000607,2000012,org.intermine.model.bio.Exon
,,exon.65526,160,2050118,,,,2048348,2050109,2050117,1000026,5000608,2000012,org.intermine.model.bio.Exon
,,exon.65527,3850,2050120,,,,2048348,2050109,2050119,1000026,5000609,2000012,org.intermine.model.bio.Exon
,,exon.64877,53,2050127,,,,2048348,2050122,2050126,1000026,5000611,2000012,org.intermine.model.bio.Exon
,,exon.64876,553,2050129,,,,2048348,2050122,2050128,1000026,5000612,2000012,org.intermine.model.bio.Exon
,,exon.64914,246,2050136,,,,2048348,2050131,2050135,1000026,5000614,2000012,org.intermine.model.bio.Exon
,,exon.64907,108,2050138,,,,2048348,2050131,2050137,1000026,5000615,2000012,org.intermine.model.bio.Exon
