secondaryidentifier,uniprotaccession,uniprotname,length,ecnumber,primaryaccession,molecularweight,md5checksum,symbol,primaryidentifier,id,name,isfragment,isuniprotcanonical,organismid,canonicalproteinid,sequenceid,class
Q8IL90,Q8IL90,Q8IL90_PLAF7,586,,Q8IL90,70336,ab32d9e5b754cdb9b2721ddecd1af664,,Q8IL90_PLAF7,1001596,Putative uncharacterized protein,f,t,1000026,,1001593,org.intermine.model.bio.Protein
Q6LEX6,Q6LEX6,Q6LEX6_PLAF7,328,,Q6LEX6,38073,6d0015cc100190aa96fcf13d2c24ee18,,Q6LEX6_PLAF7,1001377,"Putative sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein (Sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein, putative)",f,t,1000026,,1001374,org.intermine.model.bio.Protein
Q8I1T9,Q8I1T9,Q8I1T9_PLAF7,344,,Q8I1T9,39672,4b005dc522a5f72817185ad3308a0908,,Q8I1T9_PLAF7,1001381,Putative uncharacterized protein PFD0720w,f,t,1000026,,1001379,org.intermine.model.bio.Protein
Q8I2G9,Q8I2G9,Q8I2G9_PLAF7,193,,Q8I2G9,22295,1619144cb66d03488f92853417fc9bb6,,Q8I2G9_PLAF7,1001386,"Small nuclear ribonucleoprotein (SnRNP), putative",f,t,1000026,,1001384,org.intermine.model.bio.Protein
Q8I300,Q8I300,Q8I300_PLAF7,322,,Q8I300,38672,114b11de0f6b6ce138f25981491a81d8,,Q8I300_PLAF7,1001390,Putative uncharacterized protein PFI0745w,f,t,1000026,,1001388,org.intermine.model.bio.Protein
Q8I3M5,Q8I3M5,Q8I3M5_PLAF7,1123,,Q8I3M5,127353,4cf6f5f8c0d8240db51ef74e6f9c6d6a,,Q8I3M5_PLAF7,1001394,Karyopherin beta,f,t,1000026,,1001392,org.intermine.model.bio.Protein
Q8I580,Q8I580,Q8I580_PLAF7,2033,,Q8I580,242178,55ada877cfd97696e019c082d8c0bd33,,Q8I580_PLAF7,1001399,Putative uncharacterized protein,f,t,1000026,,1001396,org.intermine.model.bio.Protein
Q8I652,Q8I652,Q8I652_PLAF7,186,,Q8I652,22061,788ef77e8f54d2a1d6f20ca4d173c4a9,,Q8I652_PLAF7,1001403,Putative uncharacterized protein PFB0953w,f,t,1000026,,1001401,org.intermine.model.bio.Protein
Q8IAY4,Q8IAY4,Q8IAY4_PLAF7,306,,Q8IAY4,35462,c963e2ab4e0c92c3a9d72b83dfee4c25,,Q8IAY4_PLAF7,1001407,Putative uncharacterized protein PF08_0072,f,t,1000026,,1001405,org.intermine.model.bio.Protein
Q8IBM9,Q8IBM9,Q8IBM9_PLAF7,393,,Q8IBM9,45164,7235909af6d9d0a5e499db219ae50b54,,Q8IBM9_PLAF7,1001411,"Conserved GTP-binding protein, putative",f,t,1000026,,1001409,org.intermine.model.bio.Protein
Q8ID31,Q8ID31,Q8ID31_PLAF7,1408,,Q8ID31,165135,a1c2be7b804a2897e041e0c8518d6e87,,Q8ID31_PLAF7,1001416,"Alanine--tRNA ligase, putative",f,t,1000026,,1001414,org.intermine.model.bio.Protein
Q8IE25,Q8IE25,Q8IE25_PLAF7,186,,Q8IE25,22752,2ad0fa58d5385341d03c23a1941e3b83,,Q8IE25_PLAF7,1001420,Putative uncharacterized protein MAL13P1.160,f,t,1000026,,1001418,org.intermine.model.bio.Protein
Q8IEQ7,Q8IEQ7,Q8IEQ7_PLAF7,279,,Q8IEQ7,33225,7c8837eb455f89f2f2a5beff503af8bc,,Q8IEQ7_PLAF7,1001424,Putative uncharacterized protein PF13_0030,f,t,1000026,,1001422,org.intermine.model.bio.Protein
Q8II63,Q8II63,Q8II63_PLAF7,940,,Q8II63,111658,6a362b0d83264d2aaaccd5c2cc6d376f,,Q8II63_PLAF7,1001435,"N-acetyl glucosamine phosphate mutase, putative",f,t,1000026,,1001426,org.intermine.model.bio.Protein
Q8IIV2,Q8IIV2,Q8IIV2_PLAF7,103,,Q8IIV2,11456,2704366818703328377d83ee0e6f0ce3,,Q8IIV2_PLAF7,1001454,"Histone H4, putative",f,t,1000026,,1001440,org.intermine.model.bio.Protein
Q8IJI3,Q8IJI3,Q8IJI3_PLAF7,1434,,Q8IJI3,168278,e6364ab281290d14cc9c1b03d8e5253d,,Q8IJI3_PLAF7,1001465,Putative uncharacterized protein,f,t,1000026,,1001456,org.intermine.model.bio.Protein
Q8IK44,Q8IK44,Q8IK44_PLAF7,359,,Q8IK44,40317,8ac7a2bc3ccc097ee36f21e80365ada2,,Q8IK44_PLAF7,1001470,Rifin,f,t,1000026,,1001467,org.intermine.model.bio.Protein
Q8IL12,Q8IL12,Q8IL12_PLAF7,670,,Q8IL12,80611,1492ee9f6da97a7154600504f5f63a96,,Q8IL12_PLAF7,1001475,Putative uncharacterized protein,f,t,1000026,,1001472,org.intermine.model.bio.Protein
Q8ILJ5,Q8ILJ5,Q8ILJ5_PLAF7,88,,Q8ILJ5,10587,d580a9ab4997799cdaad8494f2755487,,Q8ILJ5_PLAF7,1001486,"Ubiquinol-cytochrome c reductase hinge protein, putative",f,t,1000026,,1001477,org.intermine.model.bio.Protein
Q9U0L0,Q9U0L0,Q9U0L0_PLAF7,1212,,Q9U0L0,142868,01aac83f2dc414a8331c0af2deaf6ef2,,Q9U0L0_PLAF7,1001490,Putative uncharacterized protein PFD0375w,f,t,1000026,,1001488,org.intermine.model.bio.Protein
Q6LFF8,Q6LFF8,Q6LFF8_PLAF7,1280,,Q6LFF8,149366,3d46c7e3a8bd8bf42b838f6b8fcf20ff,,Q6LFF8_PLAF7,1001507,"Trancription factor, putative",f,t,1000026,,1001492,org.intermine.model.bio.Protein
Q8I252,Q8I252,Q8I252_PLAF7,1029,,Q8I252,118533,3e27eabcafcba954201812901e3054a8,,Q8I252_PLAF7,1001511,Putative uncharacterized protein PFA0445w,f,t,1000026,,1001509,org.intermine.model.bio.Protein
Q8I2U0,Q8I2U0,Q8I2U0_PLAF7,486,,Q8I2U0,58738,981dc4b49b4c82f30eb206f42e8bbd89,,Q8I2U0_PLAF7,1001516,Putative uncharacterized protein PFI1045w,f,t,1000026,,1001514,org.intermine.model.bio.Protein
Q8I3D4,Q8I3D4,Q8I3D4_PLAF7,378,,Q8I3D4,41812,50dd1ddc30b202d9d8260ca13aa51f7f,,Q8I3D4_PLAF7,1001520,Rifin,f,t,1000026,,1001518,org.intermine.model.bio.Protein
Q8I434,Q8I434,Q8I434_PLAF7,929,,Q8I434,110193,61140e656cc1e34618b79012a59400f5,,Q8I434_PLAF7,1001525,Putative uncharacterized protein PFE0335w,f,t,1000026,,1001523,org.intermine.model.bio.Protein
Q8I4T7,Q8I4T7,Q8I4T7_PLAF7,788,,Q8I4T7,91948,258a304bb726eec54a080445bff8ac35,,Q8I4T7_PLAF7,1001530,Putative uncharacterized protein,f,t,1000026,,1001527,org.intermine.model.bio.Protein
Q8I5C8,Q8I5C8,Q8I5C8_PLAF7,1834,,Q8I5C8,223746,bc1b8f784057a4ce27b7757a282653ee,,Q8I5C8_PLAF7,1001535,Putative uncharacterized protein,f,t,1000026,,1001532,org.intermine.model.bio.Protein
Q8I618,Q8I618,Q8I618_PLAF7,417,,Q8I618,49877,f763a59c3b699ab754e33fb68da12360,,Q8I618_PLAF7,1001540,Putative uncharacterized protein,f,t,1000026,,1001537,org.intermine.model.bio.Protein
Q8IAY5,Q8IAY5,Q8IAY5_PLAF7,71,,Q8IAY5,8886,ea5318af551e2808f97ec6db7b8a18e6,,Q8IAY5_PLAF7,1001544,Putative uncharacterized protein MAL8P1.87,f,t,1000026,,1001542,org.intermine.model.bio.Protein
Q8IBN5,Q8IBN5,Q8IBN5_PLAF7,195,,Q8IBN5,21863,cc3236acb48f42d7e3a4974489854063,,Q8IBN5_PLAF7,1001549,"40S ribosomal protein S5, putative",f,t,1000026,,1001547,org.intermine.model.bio.Protein
Q8IDD3,Q8IDD3,Q8IDD3_PLAF7,574,,Q8IDD3,68368,fb7dc54e694947b874eb26814e915084,,Q8IDD3_PLAF7,1001556,"Glutamate--tRNA ligase, putative",f,t,1000026,,1001554,org.intermine.model.bio.Protein
Q8IE16,Q8IE16,Q8IE16_PLAF7,1157,,Q8IE16,136635,246f8dd3ed1efd387f3ae1c7f19d05ea,,Q8IE16_PLAF7,1001560,"Helicase, putative",f,t,1000026,,1001558,org.intermine.model.bio.Protein
Q8IEK0,Q8IEK0,Q8IEK0_PLAF7,1333,,Q8IEK0,159297,a4cae0c6679d430b928c94857dd19a83,,Q8IEK0_PLAF7,1001564,Putative uncharacterized protein PF13_0067,f,t,1000026,,1001562,org.intermine.model.bio.Protein
Q8IHX9,Q8IHX9,Q8IHX9_PLAF7,500,,Q8IHX9,59200,b5770c91436893c0219b64618d409af7,,Q8IHX9_PLAF7,1001571,Putative uncharacterized protein,f,t,1000026,,1001566,org.intermine.model.bio.Protein
Q8IIK9,Q8IIK9,Q8IIK9_PLAF7,231,,Q8IIK9,27908,325c1494e3740ee7c522400c180576e6,,Q8IIK9_PLAF7,1001576,Putative uncharacterized protein,f,t,1000026,,1001573,org.intermine.model.bio.Protein
Q8IJ82,Q8IJ82,Q8IJ82_PLAF7,263,,Q8IJ82,30995,32e7205f7606cd4bbbdef248890743b9,,Q8IJ82_PLAF7,1001581,Putative uncharacterized protein,f,t,1000026,,1001578,org.intermine.model.bio.Protein
Q8IJY6,Q8IJY6,Q8IJY6_PLAF7,343,,Q8IJY6,41356,d85825b9cc5fc37c5a7c0e069f3b2666,,Q8IJY6_PLAF7,1001586,Putative uncharacterized protein,f,t,1000026,,1001583,org.intermine.model.bio.Protein
Q8IKI8,Q8IKI8,Q8IKI8_PLAF7,278,,Q8IKI8,33254,f25fe4323481a3e37d0834a412191685,,Q8IKI8_PLAF7,1001591,Putative uncharacterized protein,f,t,1000026,,1001588,org.intermine.model.bio.Protein
Q8ILX0,Q8ILX0,Q8ILX0_PLAF7,3218,,Q8ILX0,390696,5df8a6f6fb659e81d91bd442b5c3f9b7,,Q8ILX0_PLAF7,1001607,Putative uncharacterized protein,f,t,1000026,,1001598,org.intermine.model.bio.Protein
O96200,O96200,O96200_PLAF7,215,,O96200,25226,80ed51d5add01cf926e38b8847435199,,O96200_PLAF7,1001611,Putative uncharacterized protein PFB0535w,f,t,1000026,,1001609,org.intermine.model.bio.Protein
O97236,O97236,O97236_PLAF7,3978,,O97236,475132,cc27b630a8621e54d387e78de58dc016,,O97236_PLAF7,1001615,Putative uncharacterized protein MAL3P2.15,f,t,1000026,,1001613,org.intermine.model.bio.Protein
Q6LFC2,Q6LFC2,Q6LFC2_PLAF7,418,,Q6LFC2,49182,8c7e15fc4ee14842cf6e8dcb0885f40a,,Q6LFC2_PLAF7,1001639,"Putative endonuclease iii homologue (Endonuclease iii homologue, putative)",f,t,1000026,,1001619,org.intermine.model.bio.Protein
Q8I1R4,Q8I1R4,Q8I1R4_PLAF7,2031,,Q8I1R4,247167,5aeb82b16a300adf74129f01f0ec48bc,,Q8I1R4_PLAF7,1001643,Putative uncharacterized protein PFD0840w,f,t,1000026,,1001641,org.intermine.model.bio.Protein
Q8I2G0,Q8I2G0,Q8I2G0_PLAF7,119,,Q8I2G0,13292,ba815b35f95623c0d8c9a5aacc8a7dcb,,Q8I2G0_PLAF7,1001647,Putative uncharacterized protein PFI1740c,f,t,1000026,,1001645,org.intermine.model.bio.Protein
Q8I356,Q8I356,Q8I356_PLAF7,604,,Q8I356,72245,4fa3414ac1e0c2c0a07d17a561557ad2,,Q8I356_PLAF7,1001651,Putative uncharacterized protein PFI0465c,f,t,1000026,,1001649,org.intermine.model.bio.Protein
Q8I3N1,Q8I3N1,Q8I3N1_PLAF7,130,,Q8I3N1,15603,3c0811cc5c44280c67da334d67d9b380,,Q8I3N1_PLAF7,1001655,Putative uncharacterized protein PFE1165c,f,t,1000026,,1001653,org.intermine.model.bio.Protein
Q8I492,Q8I492,Q8I492_PLAF7,1434,,Q8I492,168288,56408a459420f0642cb7975f9c305e13,,Q8I492_PLAF7,1001659,Mature parasite-infected erythrocyte surface antigen (MESA) or PfEMP2,f,t,1000026,,1001657,org.intermine.model.bio.Protein
Q8I512,Q8I512,Q8I512_PLAF7,336,,Q8I512,37638,643486f4205fa5a9d32d3ede0b135b27,,Q8I512_PLAF7,1001679,Replication factor c subunit 4,f,t,1000026,,1001662,org.intermine.model.bio.Protein
Q8I5S1,Q8I5S1,Q8I5S1_PLAF7,576,,Q8I5S1,66006,3cca9086d424a57fef741d8d2dea057d,,Q8I5S1_PLAF7,1001684,Putative uncharacterized protein,f,t,1000026,,1001681,org.intermine.model.bio.Protein
Q8IAS5,Q8IAS5,Q8IAS5_PLAF7,388,,Q8IAS5,43675,be2e5c484701f45a2fa2c7af94982490,,Q8IAS5_PLAF7,1001688,RIFIN,f,t,1000026,,1001686,org.intermine.model.bio.Protein
Q8IBE6,Q8IBE6,Q8IBE6_PLAF7,613,,Q8IBE6,71003,cdeadc735c6bc7d8ff3bbfa2d2fc77f0,,Q8IBE6_PLAF7,1001693,Putative uncharacterized protein MAL7P1.178,f,t,1000026,,1001691,org.intermine.model.bio.Protein
Q8IC46,Q8IC46,Q8IC46_PLAF7,613,,Q8IC46,71841,7be01d7614e3b142168b984964ab3e97,,Q8IC46_PLAF7,1001697,RESA-like protein,f,t,1000026,,1001695,org.intermine.model.bio.Protein
Q8IDP3,Q8IDP3,Q8IDP3_PLAF7,569,,Q8IDP3,67866,17f1ffc1d045357a966b64fb8485338d,,Q8IDP3_PLAF7,1001701,Putative uncharacterized protein PF13_0241,f,t,1000026,,1001699,org.intermine.model.bio.Protein
Q8IE67,Q8IE67,Q8IE67_PLAF7,437,,Q8IE67,49383,6a1897e12aed1bce7fd391c1c96b5007,,Q8IE67_PLAF7,1001707,Phosphoribosylpyrophosphate synthetase,f,t,1000026,,1001705,org.intermine.model.bio.Protein
Q8IHX2,Q8IHX2,Q8IHX2_PLAF7,2653,,Q8IHX2,309443,56d0bd3d168df538c1484d530fc6a49d,,Q8IHX2_PLAF7,1001712,Malaria antigen,f,t,1000026,,1001709,org.intermine.model.bio.Protein
Q8IIN1,Q8IIN1,Q8IIN1_PLAF7,218,,Q8IIN1,25102,9630571b2ee12affa058d44d29b921fc,,Q8IIN1_PLAF7,1001723,"Protein tyrosine phosphatase, putative",f,t,1000026,,1001714,org.intermine.model.bio.Protein
Q8IJB7,Q8IJB7,Q8IJB7_PLAF7,498,,Q8IJB7,58085,28551b61569f66eb12d99819c4a61d96,,Q8IJB7_PLAF7,1001728,Putative uncharacterized protein,f,t,1000026,,1001725,org.intermine.model.bio.Protein
Q8IJU9,Q8IJU9,Q8IJU9_PLAF7,448,,Q8IJU9,51863,f7e0a0c2ce7f3744367dca15199a0861,,Q8IJU9_PLAF7,1001735,Putative uncharacterized protein,f,t,1000026,,1001730,org.intermine.model.bio.Protein
Q8IKU3,Q8IKU3,Q8IKU3_PLAF7,1192,,Q8IKU3,134679,abebd7820d3ac4edcf77a00edb7333ec,,Q8IKU3_PLAF7,1001751,"Pyridine nucleotide transhydrogenase, putative",f,t,1000026,,1001737,org.intermine.model.bio.Protein
Q8ILJ1,Q8ILJ1,Q8ILJ1_PLAF7,1477,,Q8ILJ1,175761,5e1cb19b21d9526e997ff0dd03bfc5a8,,Q8ILJ1_PLAF7,1001756,Putative uncharacterized protein,f,t,1000026,,1001753,org.intermine.model.bio.Protein
Q8IM11,Q8IM11,Q8IM11_PLAF7,195,,Q8IM11,22966,2a5dce82f9c07e9f26860d78ffe62990,,Q8IM11_PLAF7,1001761,Putative uncharacterized protein,f,t,1000026,,1001758,org.intermine.model.bio.Protein
O97289,O97289,O97289_PLAF7,1074,,O97289,125894,a58d30b7f7f1354aa58092070030f69b,,O97289_PLAF7,1001765,"Peptidase, putative",f,t,1000026,,1001763,org.intermine.model.bio.Protein
Q6LF59,Q6LF59,Q6LF59_PLAF7,224,,Q6LF59,26750,069337a3a47ec02d74a4e218a4a571e1,,Q6LF59_PLAF7,1001771,Putative uncharacterized protein,f,t,1000026,,1001768,org.intermine.model.bio.Protein
Q8I240,Q8I240,Q8I240_PLAF7,2285,,Q8I240,268207,4bcad4b031dc0ad9edfdacc8f7d3474a,,Q8I240_PLAF7,1001776,Putative uncharacterized protein PFA0510w,f,t,1000026,,1001774,org.intermine.model.bio.Protein
Q8I321,Q8I321,Q8I321_PLAF7,789,,Q8I321,93755,a695c97895d19470c2547418ab0fef3b,,Q8I321_PLAF7,1001781,Putative uncharacterized protein PFI0640c,f,t,1000026,,1001779,org.intermine.model.bio.Protein
Q8I3U7,Q8I3U7,Q8I3U7_PLAF7,2400,,Q8I3U7,283600,a95c277624e8268ccf68cebb79f76be6,,Q8I3U7_PLAF7,1001786,Cation-transporting ATPase 1,f,t,1000026,,1001784,org.intermine.model.bio.Protein
Q8I5N2,Q8I5N2,Q8I5N2_PLAF7,298,,Q8I5N2,35979,78d7e4d837350dd0841110e775035d4d,,Q8I5N2_PLAF7,1001799,Putative uncharacterized protein,f,t,1000026,,1001788,org.intermine.model.bio.Protein
Q8IAN2,Q8IAN2,Q8IAN2_PLAF7,728,,Q8IAN2,86743,94d30bbf1e7429c73571ad316b120635,,Q8IAN2_PLAF7,1001803,Putative uncharacterized protein MAL8P1.146,f,t,1000026,,1001801,org.intermine.model.bio.Protein
Q8IB97,Q8IB97,Q8IB97_PLAF7,335,,Q8IB97,40275,ecacae4bcd9d691391081f25e7048435,,Q8IB97_PLAF7,1001808,"Dehydrodolichyl diphosphate synthetase, putative",f,t,1000026,,1001806,org.intermine.model.bio.Protein
Q8IBN9,Q8IBN9,Q8IBN9_PLAF7,952,,Q8IBN9,114020,2699ce88801862a74a539c9cd6e59a4c,,Q8IBN9_PLAF7,1001812,Putative uncharacterized protein MAL7P1.112,f,t,1000026,,1001810,org.intermine.model.bio.Protein
Q8ID77,Q8ID77,Q8ID77_PLAF7,1636,,Q8ID77,196229,7f8bd5155f529eaa646cf22ef0f286d2,,Q8ID77_PLAF7,1001816,Putative uncharacterized protein MAL13P1.316,f,t,1000026,,1001814,org.intermine.model.bio.Protein
Q8IDT6,Q8IDT6,Q8IDT6_PLAF7,925,,Q8IDT6,108512,624cf99a0d35d2cb1a280f28cb8c1fd7,,Q8IDT6_PLAF7,1001821,"ABC transporter, putative",f,t,1000026,,1001819,org.intermine.model.bio.Protein
Q8IEN4,Q8IEN4,Q8IEN4_PLAF7,152,,Q8IEN4,17619,7d2df5a1d676c22480cd76f52464ee2c,,Q8IEN4_PLAF7,1001825,"CCAAT-binding transcription factor, putative",f,t,1000026,,1001823,org.intermine.model.bio.Protein
Q8IIE5,Q8IIE5,Q8IIE5_PLAF7,485,,Q8IIE5,57416,8f7c4817cc5c1998c10c3e4096eaf406,,Q8IIE5_PLAF7,1001830,Putative uncharacterized protein,f,t,1000026,,1001827,org.intermine.model.bio.Protein
Q8IJ11,Q8IJ11,Q8IJ11_PLAF7,188,,Q8IJ11,22272,08bdf493b26c4d2e673c857b69f198fe,,Q8IJ11_PLAF7,1001835,Putative uncharacterized protein,f,t,1000026,,1001832,org.intermine.model.bio.Protein
Q8IJV4,Q8IJV4,Q8IJV4_PLAF7,517,,Q8IJV4,63129,c4debc976cbaa8adfb5a97ece54590b8,,Q8IJV4_PLAF7,1001840,Putative uncharacterized protein,f,t,1000026,,1001837,org.intermine.model.bio.Protein
Q8IKE1,Q8IKE1,Q8IKE1_PLAF7,3336,,Q8IKE1,391054,65738953c3a59c17d8bc7390295fa7b3,,Q8IKE1_PLAF7,1001855,"Biotin carboxylase subunit of acetyl CoA carboxylase, putative",f,t,1000026,,1001842,org.intermine.model.bio.Protein
Q8IL19,Q8IL19,Q8IL19_PLAF7,881,,Q8IL19,106754,382e952ae937f7a79ab4962c87537522,,Q8IL19_PLAF7,1001868,Serine/threonine kinase-1,f,t,1000026,,1001857,org.intermine.model.bio.Protein
Q8ILQ2,Q8ILQ2,Q8ILQ2_PLAF7,500,,Q8ILQ2,56492,845f7ae72b52a47a6bbca4b0525ade1f,,Q8ILQ2_PLAF7,1001891,Glutathione reductase,f,t,1000026,,1001871,org.intermine.model.bio.Protein
O77314,O77314,O77314_PLAF7,1441,,O77314,170175,0abd30d038d116d1a2a56c2662204af3,,O77314_PLAF7,1001895,Putative uncharacterized protein MAL3P1.11,f,t,1000026,,1001893,org.intermine.model.bio.Protein
O96156,O96156,O96156_PLAF7,565,,O96156,62662,896f942afc35229c0fc0703da2095eec,,O96156_PLAF7,1001900,Putative uncharacterized protein PFB0275w,f,t,1000026,,1001898,org.intermine.model.bio.Protein
O97283,O97283,O97283_PLAF7,3085,,O97283,360522,809ee125de3fccf976268adf2afebdee,,O97283_PLAF7,1001904,Putative uncharacterized protein MAL3P7.10,f,t,1000026,,1001902,org.intermine.model.bio.Protein
Q6LF45,Q6LF45,Q6LF45_PLAF7,1236,,Q6LF45,145364,e2b6532e74e889f5e425079cd5090ca7,,Q6LF45_PLAF7,1001921,"Putative alpha adaptin-like protein (Alpha adaptin-like protein, putative)",f,t,1000026,,1001907,org.intermine.model.bio.Protein
Q8I2C9,Q8I2C9,Q8I2C9_PLAF7,293,,Q8I2C9,34835,34a1d0d314d8fe15bb54975bfb08c9ec,,Q8I2C9_PLAF7,1001925,Putative uncharacterized protein PFA0735w,f,t,1000026,,1001923,org.intermine.model.bio.Protein
Q8I338,Q8I338,Q8I338_PLAF7,1218,,Q8I338,147227,45e07fd243baf26f2edeb72e63bf25e0,,Q8I338_PLAF7,1001929,Putative uncharacterized protein PFI0555c,f,t,1000026,,1001927,org.intermine.model.bio.Protein
Q8I3R0,Q8I3R0,Q8I3R0_PLAF7,189,,Q8I3R0,22123,91cb4a2eb6d4bf21b4b45697bd5c0c3a,,Q8I3R0_PLAF7,1001935,"40S ribosomal subunit protein S9, putative",f,t,1000026,,1001933,org.intermine.model.bio.Protein
Q8I529,Q8I529,Q8I529_PLAF7,179,,Q8I529,21991,279aca1dad876948b50867e2fce7c1b1,,Q8I529_PLAF7,1001940,Putative uncharacterized protein,f,t,1000026,,1001937,org.intermine.model.bio.Protein
Q8I5J7,Q8I5J7,Q8I5J7_PLAF7,458,,Q8I5J7,54019,8381215ae44669390834975cd5300333,,Q8I5J7_PLAF7,1001946,Putative uncharacterized protein,f,t,1000026,,1001943,org.intermine.model.bio.Protein
Q8I611,Q8I611,Q8I611_PLAF7,1250,,Q8I611,149196,fd633fea46eeb17c5775cb5aed45b028,,Q8I611_PLAF7,1001951,Putative uncharacterized protein,f,t,1000026,,1001948,org.intermine.model.bio.Protein
Q8IAR8,Q8IAR8,Q8IAR8_PLAF7,1346,,Q8IAR8,162113,e650ba143adae3266ff0f0399802eadc,,Q8IAR8_PLAF7,1001955,Putative uncharacterized protein MAL8P1.124,f,t,1000026,,1001953,org.intermine.model.bio.Protein
Q8IBG6,Q8IBG6,Q8IBG6_PLAF7,888,,Q8IBG6,104165,e0709ec411df6fe1949361e0df9aea03,,Q8IBG6_PLAF7,1001959,Putative uncharacterized protein PF07_0121,f,t,1000026,,1001957,org.intermine.model.bio.Protein
Q8ID34,Q8ID34,Q8ID34_PLAF7,1046,,Q8ID34,125200,7fd94f0131f1584eb0acd74dec9f395a,,Q8ID34_PLAF7,1001963,Putative uncharacterized protein PF13_0352,f,t,1000026,,1001961,org.intermine.model.bio.Protein
Q8IDQ2,Q8IDQ2,Q8IDQ2_PLAF7,726,,Q8IDQ2,83665,e1994b18611c5314121bf28c00f31687,,Q8IDQ2_PLAF7,1001968,"Conserved protein, putative",f,t,1000026,,1001966,org.intermine.model.bio.Protein
Q8IEG4,Q8IEG4,Q8IEG4_PLAF7,367,,Q8IEG4,42902,b52dfb19bf85990ddf1d5814438c7248,,Q8IEG4_PLAF7,1001973,"Serine/threonine protein kinase, putative",f,t,1000026,,1001971,org.intermine.model.bio.Protein
Q8IFM7,Q8IFM7,Q8IFM7_PLAF7,140,,Q8IFM7,16117,fa85ac44f51574436a038ef3be6afac1,,Q8IFM7_PLAF7,1001977,Putative uncharacterized protein PFD1135c,f,t,1000026,,1001975,org.intermine.model.bio.Protein
Q8II93,Q8II93,Q8II93_PLAF7,247,,Q8II93,29353,e4e890450a54ecba61b50a654ddcbe53,,Q8II93_PLAF7,1001988,Putative uncharacterized protein,f,t,1000026,,1001979,org.intermine.model.bio.Protein
Q8IIS8,Q8IIS8,Q8IIS8_PLAF7,366,,Q8IIS8,40612,465b52dbf309a44920fdc57bd08032b4,,Q8IIS8_PLAF7,1002011,"Rad51 homolog, putative",f,t,1000026,,1001991,org.intermine.model.bio.Protein
Q8IJB4,Q8IJB4,Q8IJB4_PLAF7,1396,,Q8IJB4,168497,aeb2d0d886be39a3954fdedcc26b5bd9,,Q8IJB4_PLAF7,1002016,Putative uncharacterized protein,f,t,1000026,,1002013,org.intermine.model.bio.Protein
Q8IK05,Q8IK05,Q8IK05_PLAF7,207,,Q8IK05,25235,a012d0f464fbe9f80d03bafdf64e3749,,Q8IK05_PLAF7,1002024,Putative uncharacterized protein,f,t,1000026,,1002018,org.intermine.model.bio.Protein
Q8IKK3,Q8IKK3,Q8IKK3_PLAF7,539,,Q8IKK3,64036,f8798deb983d5b27152aa78fcf75f567,,Q8IKK3_PLAF7,1002038,"DNA polymerase alpha subunit, putative",f,t,1000026,,1002026,org.intermine.model.bio.Protein
Q8IL92,Q8IL92,Q8IL92_PLAF7,766,,Q8IL92,91042,3aec0b9d4013d5a211a7e443fc57b2bd,,Q8IL92_PLAF7,1002051,Putative uncharacterized protein,f,t,1000026,,1002040,org.intermine.model.bio.Protein
Q8IM74,Q8IM74,Q8IM74_PLAF7,373,,Q8IM74,43737,1217e68896ee4a3bcb4efa8156d55d01,,Q8IM74_PLAF7,1002056,"Lysophospholipase, putative",f,t,1000026,,1002053,org.intermine.model.bio.Protein
Q8I0P6,Q8I0P6,Q8I0P6_PLAF7,443,,Q8I0P6,48959,504c8ac81b3f95fa6c93637ffc421f8d,,Q8I0P6_PLAF7,1002062,Elongation factor 1-alpha,f,t,1000026,,1002060,org.intermine.model.bio.Protein
O96171,O96171,O96171_PLAF7,2010,,O96171,241793,e73da0001b2403f444c562ebcf7bcd41,,O96171_PLAF7,1002068,Putative uncharacterized protein PFB0380c,f,t,1000026,,1002066,org.intermine.model.bio.Protein
Q6LF74,Q6LF74,Q6LF74_PLAF7,493,,Q6LF74,55261,24873d37892342faae63bbc3e0b80c9b,,Q6LF74_PLAF7,1002082,Hexokinase,f,t,1000026,,1002071,org.intermine.model.bio.Protein
Q8I249,Q8I249,Q8I249_PLAF7,155,,Q8I249,18230,f309c11620cee14e8e126e3efcf72be5,,Q8I249_PLAF7,1002086,"N-terminal acetyltransferase, putative",f,t,1000026,,1002084,org.intermine.model.bio.Protein
Q8I2Y8,Q8I2Y8,Q8I2Y8_PLAF7,2506,,Q8I2Y8,303750,a687fb855799bc0fe28bafa1bf7c03f5,,Q8I2Y8_PLAF7,1002091,Putative uncharacterized protein PFI0805w,f,t,1000026,,1002089,org.intermine.model.bio.Protein
Q8I3P4,Q8I3P4,Q8I3P4_PLAF7,1777,,Q8I3P4,213321,7a9e43f130b989f373e07209e58bb112,,Q8I3P4_PLAF7,1002095,Putative uncharacterized protein PFE1095w,f,t,1000026,,1002093,org.intermine.model.bio.Protein
Q8I541,Q8I541,Q8I541_PLAF7,349,,Q8I541,42072,8d5094653db3fcfd75b71c97be047d5a,,Q8I541_PLAF7,1002100,Putative uncharacterized protein,f,t,1000026,,1002097,org.intermine.model.bio.Protein
